ID,date,meals_served,kitchen_staff,temperature_C,humidity_percent,day_of_week,special_event,past_waste_kg,staff_experience,waste_category,staff_level
71,2022-01-20,5.8805329864007,13.0,10.48122008,81.98319086,3,0,26.44075721,Unknown,Vegetables,High
72,2023-04-03,5.69035945432406,11.0,19.46191059,37.79579547,0,0,26.85410894,Expert,Meat,High
73,2022-03-30,5.746203190540153,13.0,32.79590087,43.21351808,2,0,19.30921481,Intermediate,Meat,High
74,2024-05-29,5.955837369464831,14.0,20.44974835,57.00699159,2,0,10.58483155,Intermediate,Meat,High
75,2022-12-17,5.932245187448011,13.0,23.73535596,44.42294332,5,0,10.78684187,Unknown,Wheat,High
76,2022-08-07,6.186208623900494,10.0,24.48537248,65.41713258,6,0,13.73732911,Expert,Meat,Medium
77,2023-02-18,6.12029741895095,18.0,31.73149062,64.99544955,5,0,46.02766446,Unknown,Meat,High
78,2022-10-05,5.5254529391317835,8.0,13.58855905,88.24452922,2,0,34.13560733,Intermediate,Vegetables,Medium
79,2024-08-17,6.037870919922137,17.0,31.4218484,51.35826195,5,0,16.93438416,Unknown,Meat,High
80,2022-08-02,5.3612921657094255,12.0,11.72831965,81.11047421,1,0,22.32961713,Expert,Meat,High
81,2023-12-05,6.100318952020064,19.0,18.00149581,55.88283893,1,0,41.91458397,Beginner,Meat,High
82,2022-05-17,5.303304908059076,19.0,11.02958738,32.96981121,1,0,44.54461624,Intermediate,Meat,High
83,2022-07-28,6.161207321695077,11.0,25.04638459,42.9630819,3,0,5.555347073,Unknown,Meat,High
84,2023-06-07,6.089044875446846,7.0,24.32603572,71.28266663,2,0,33.33327552,Intermediate,Dairy,Medium
85,2023-07-23,5.953243334287785,17.0,15.72236512,86.24270629,6,0,17.6626842,Expert,Dairy,High
86,2022-09-18,6.054439346269371,8.0,12.21388961,54.84901346,6,0,49.48429942,Beginner,Vegetables,Medium
87,2023-04-13,5.910796644040527,7.0,14.26194845,36.96136088,3,0,7.419754025,Intermediate,Meat,Medium
88,2022-01-31,6.09807428216624,5.0,29.27460731,83.93084329,0,0,16.55345733,Intermediate,Meat,Low
89,2023-11-29,5.926926025970411,19.0,15.52658429,75.10633038,2,0,25.26271177,Intermediate,Dairy,High
90,2023-03-28,5.8971538676367405,14.0,24.82029979,58.01808,1,0,40.45865601,Intermediate,Vegetables,High
91,2022-02-24,5.834810737062605,8.0,30.64801914,67.28066984,3,0,7.164153969,Intermediate,Meat,Medium
92,2022-01-24,5.676753802268282,8.0,14.48743309,75.78931748,0,1,31.6535617,Intermediate,Wheat,Medium
93,2022-01-08,5.313205979041787,10.0,28.73278065,31.866936,5,0,22.54548858,Intermediate,Meat,Medium
94,2022-04-24,6.198478716492308,9.0,32.69546632,88.24597239,6,0,13.12332028,Beginner,Meat,Medium
95,2022-04-20,5.4638318050256105,5.0,28.0471907,70.58558174,2,0,23.67321962,Intermediate,Dairy,Low
96,2023-05-22,6.1070228877422545,7.0,19.77606908,53.68406123,0,1,47.02396743,Beginner,Dairy,Medium
97,2024-08-24,4.68213122712422,12.0,28.1296387,65.82574621,5,0,12.40696732,Beginner,Meat,High
98,2024-08-07,5.153291594497779,10.0,14.22135517,43.75031707,2,0,49.69693384,Intermediate,Meat,Medium
99,2022-01-04,5.332718793265369,11.0,15.71562904,74.2841474,1,0,22.28191873,Beginner,Meat,High
100,2022-10-03,5.43372200355424,7.0,13.1435378,39.09505757,0,0,24.66731848,Beginner,Unknown,Medium
101,2023-10-19,5.726847747587197,15.0,32.4725206,81.3124191,3,0,27.61095424,Beginner,Meat,High
102,2024-02-24,4.90527477843843,6.0,-4.0005944125,37.79648234,5,0,49.35957123,Beginner,Meat,Medium
103,2024-05-04,6.0063531596017325,19.0,18.64801119,54.69932763,5,0,11.32462076,Intermediate,Dairy,High
104,2024-03-07,5.860786223465865,15.0,17.48608776,37.50751543,3,0,25.8891777,Unknown,Vegetables,High
105,2022-01-29,5.8664680569332965,12.0,33.67797183,78.44376182,5,0,10.3802899,Intermediate,Wheat,High
106,2023-01-30,5.6131281063880705,6.0,24.83846423,71.86537656,0,0,36.81568824,Intermediate,Vegetables,Medium
107,2023-05-02,6.206575926724928,12.0,31.6171548,59.91424797,1,0,8.688458059,Intermediate,Wheat,High
108,2023-09-07,6.12029741895095,16.0,12.55373824,62.81157846,3,0,5.822378138,Beginner,Meat,High
109,2024-05-27,5.288267030694535,6.0,10.55087901,84.8838669,0,0,45.42598738,Beginner,Dairy,Medium
110,2022-06-24,5.598421958998375,16.0,23.56196589,45.4016537,4,0,6.084958703,Beginner,Wheat,High
111,2024-07-06,4.68213122712422,9.0,33.66594885,37.02396249,5,0,17.66077798,Beginner,Meat,Medium
112,2022-02-28,6.186208623900494,18.0,15.75134208,68.10534635,0,0,17.23039322,Unknown,Dairy,High
113,2022-09-23,6.100318952020064,9.0,21.99742704,37.80286695,4,0,10.16391197,Beginner,Meat,Medium
114,2024-02-29,5.87493073085203,18.0,28.38764016,88.34519994,3,0,6.848067776,Expert,Meat,High
115,2022-04-11,5.54907608489522,10.0,18.1481366,57.86599417,0,0,44.26947825,Unknown,Meat,Medium
116,2022-02-16,4.795790545596741,13.0,16.51342332,87.97460464,2,0,18.41340427,Intermediate,Wheat,High
117,2022-10-27,5.730099782973575,18.0,33.52188391,42.43854019,3,1,25.68400688,Unknown,Meat,High
118,2023-09-08,5.726847747587197,10.0,26.46730366,40.81847613,4,0,45.68609087,Intermediate,Dairy,Medium
119,2022-06-28,5.950642552587727,9.0,15.51402812,35.53708752,1,0,25.66991484,Intermediate,Meat,Medium
120,2024-07-22,4.653960350157523,19.0,14.66808239,73.54355462,0,0,22.22974163,Expert,Wheat,High
121,2022-05-20,4.653960350157523,5.0,13.10549917,47.09448129,4,0,21.71959301,Unknown,Dairy,Low
122,2024-03-14,5.5053315359323625,17.0,28.68048969,69.90877165,3,0,26.81102826,Intermediate,Wheat,High
123,2022-06-18,6.056784013228625,17.0,20.84138335,81.77283017,5,0,44.324373,Beginner,Meat,High
124,2022-03-08,5.0106352940962555,7.0,34.11301181,47.02970682,1,0,45.2135864,Beginner,Vegetables,Medium
125,2022-03-09,6.131226489483141,19.0,29.00235196,79.47208849,2,0,8.358729399,Intermediate,Wheat,High
126,2022-01-28,4.804021044733257,19.0,29.07691577,43.96578883,4,0,34.99776882,Beginner,Dairy,High
127,2022-01-13,6.159095388491933,5.0,23.99610781,70.90016894,3,1,48.95574678,Unknown,Meat,Low
128,2023-06-16,4.700480365792417,13.0,17.9382862,84.36395314,4,0,16.50375922,Intermediate,Vegetables,High
129,2022-11-16,7.983098940710892,19.0,17.92989292,33.46446311,2,1,20.74344729,Intermediate,Meat,High
130,2024-09-11,5.659482215759621,17.0,34.70163917,50.01640734,2,0,41.09172216,Intermediate,Unknown,High
131,2024-05-16,5.796057750765372,12.0,25.61063616,52.88646248,3,0,9.172166486,Expert,Vegetables,High
132,2023-07-31,4.90527477843843,14.0,20.11996073,61.84424132,0,0,18.8466266,Unknown,Meat,High
133,2022-10-14,6.150602768446279,12.0,16.38266312,79.60889843,4,0,32.55240946,Unknown,Wheat,High
134,2024-06-30,5.5254529391317835,17.0,28.85269201,70.32336233,6,0,33.05836378,Intermediate,Meat,High
135,2022-11-20,5.594711379601839,7.0,26.22686647,88.17646361,6,0,19.17547282,Beginner,Meat,Medium
136,2024-06-09,5.198497031265826,11.0,15.65367629,66.32896015,6,0,37.7605516,Intermediate,Meat,High
137,2023-06-21,5.634789603169249,8.0,21.95585058,53.85885478,2,0,6.497058703,Expert,Meat,Medium
138,2023-11-24,5.993961427306569,5.0,17.92306193,84.13418421,4,0,26.49839569,Expert,Vegetables,Low
139,2023-06-13,6.124683390894205,9.0,13.47995062,31.88530929,1,0,46.01816266,Unknown,Vegetables,Medium
140,2023-08-09,6.19644412779452,14.0,13.34509341,80.83166634,2,0,15.46864873,Intermediate,Meat,High
141,2022-01-03,5.916202062607435,14.0,30.49867294,64.63498385,0,0,41.55161544,Beginner,Vegetables,High
142,2023-03-22,5.634789603169249,12.0,21.06024841,41.34237148,2,0,19.56788715,Expert,Wheat,High
143,2023-05-11,5.384495062789089,9.0,18.65804421,41.16138,3,0,13.75407649,Beginner,Vegetables,Medium
144,2023-07-02,6.077642243349034,11.0,10.00831265,40.90435144,6,0,41.79305202,Intermediate,Meat,High
145,2024-05-08,6.192362489474872,18.0,15.91960773,66.330286,2,0,42.64389008,Expert,Vegetables,High
146,2023-06-14,4.812184355372417,10.0,32.45654068,74.1720255,2,0,14.96827725,Unknown,Vegetables,Medium
147,2022-12-13,5.8971538676367405,12.0,23.16559493,33.56829413,1,0,15.91602197,Unknown,Dairy,High
148,2023-08-07,5.3706380281276624,13.0,34.09555689,67.18407429,0,1,46.30283974,Beginner,Vegetables,High
149,2023-08-17,5.855071922202427,13.0,30.85758415,78.59161124,3,0,41.67824453,Unknown,Meat,High
150,2022-11-05,5.318119993844216,16.0,34.83342343,81.15346691,5,0,37.8578054,Unknown,Unknown,High
151,2022-08-20,5.780743515792329,11.0,32.09274174,60.70088319,5,0,45.62437046,Expert,Dairy,High
152,2023-09-22,6.206575926724928,5.0,21.26549142,59.89416003,4,0,38.18344749,Unknown,Dairy,Low
153,2023-08-25,4.912654885736052,13.0,22.48334587,85.83640829,4,0,19.4326036,Unknown,Meat,High
154,2023-10-25,5.771441123130016,13.0,16.38533712,78.28518732,2,0,44.52871384,Unknown,Dairy,High
155,2022-01-10,5.752572638825633,18.0,14.66571445,36.38062358,0,0,11.21069692,Beginner,Meat,High
156,2024-07-04,6.161207321695077,8.0,14.04049528,30.12111106,3,0,20.17701032,Intermediate,Dairy,Medium
157,2022-11-11,5.53338948872752,12.0,29.12977161,51.20764443,4,0,18.627345,Beginner,Wheat,High
158,2022-04-17,4.6913478822291435,5.0,27.01141566,56.71476674,6,0,25.58493751,Unknown,Meat,Low
159,2022-02-25,5.8998973535824915,18.0,17.45936077,63.55108841,4,0,18.30492677,Intermediate,Vegetables,High
160,2022-05-01,4.852030263919617,7.0,22.05890954,83.48880094,6,0,35.40295893,Intermediate,Dairy,Medium
161,2023-01-06,6.173786103901937,6.0,24.52330133,42.03906104,4,0,12.4079231,Unknown,Dairy,Medium
162,2022-01-26,5.564520407322694,10.0,29.72017455,75.55492398,2,0,21.41018043,Unknown,Vegetables,Medium
163,2022-03-14,5.327876168789581,19.0,28.6459253,33.86947627,0,0,20.17862764,Pro,Grains,High
164,2022-01-21,6.095824562432225,17.0,21.03022943,42.93179213,4,0,19.32368426,Unknown,Unknown,High
165,2022-02-14,6.008813185442595,10.0,19.29583823,55.28664249,0,0,28.56036108,Expert,Meat,Medium
166,2022-10-24,5.293304824724492,14.0,29.88775929,89.98282825,0,0,48.07386336,Expert,Vegetables,High
167,2022-11-25,5.932245187448011,10.0,19.51049261,59.51586601,4,0,26.28623765,Unknown,Meat,Medium
168,2022-09-05,5.976350909297934,14.0,27.63463985,80.5034017,0,0,7.113784599,Unknown,Meat,High
169,2022-12-03,5.62040086571715,18.0,26.06439922,51.73608523,5,0,10.87270518,Beginner,Meat,High
170,2022-12-28,5.003946305945459,8.0,14.92885316,61.63357085,2,0,10.4762888,Intermediate,Meat,Medium
171,2022-01-02,6.1070228877422545,16.0,10.09246361,56.13032726,6,0,29.8900387,Intermediate,Grains,High
172,2024-08-18,4.997212273764115,18.0,12.9410997,30.94879177,6,1,12.63916406,Unknown,Grains,High
173,2023-01-17,5.673323267171493,11.0,17.38195723,78.55099027,1,0,39.77019447,Unknown,Meat,High
174,2023-11-26,5.971261839790462,13.0,16.46079051,88.46233432,6,0,39.55864901,Intermediate,Grains,High
175,2023-06-24,5.857933154483459,16.0,11.99913486,46.03515779,5,0,7.840845914,Pro,Grains,High
176,2023-09-15,8.058643712215618,14.0,29.52926059,38.21994378,4,1,24.26698279,Intermediate,Meat,High
177,2022-07-29,5.560681631015528,6.0,25.81351333,57.99646708,4,0,11.43323949,Intermediate,Grains,Medium
178,2023-07-09,6.206575926724928,12.0,15.29388377,64.23897743,6,0,46.88708337,Unknown,Meat,High
179,2022-01-13,6.159095388491933,5.0,23.54260385,70.90016894,3,1,48.95574678,Expert,Meat,Low
180,2023-04-27,5.37989735354046,16.0,16.0914179,46.1380819,3,0,18.02484027,Unknown,Grains,High
181,2023-03-09,5.726847747587197,19.0,18.52725061,47.39820714,3,0,37.67500667,Expert,Dairy,High
182,2023-09-19,4.77912349311153,12.0,21.25311081,69.54682587,1,0,24.73913751,Unknown,Dairy,High
183,2022-03-02,5.2574953720277815,19.0,31.70135806,43.10659097,2,0,31.93677983,Beginner,Grains,High
184,2023-09-14,6.148468295917647,7.0,16.32646082,70.46093874,3,0,13.32141339,Beginner,Grains,Medium
185,2024-01-26,4.718498871295094,12.0,26.0841295,73.90348419,4,0,18.56583768,Intermediate,Vegetables,High
186,2022-04-03,6.1463292576688975,12.0,10.03079588,31.95874065,6,0,26.00276422,Intermediate,Grains,High
187,2024-06-20,5.891644211825771,6.0,29.67425337,55.82248498,3,0,45.20321281,Beginner,Dairy,Medium
188,2023-04-08,4.990432586778736,17.0,24.51187517,86.57902901,5,0,17.3164306,Beginner,Vegetables,High
189,2023-10-29,5.82600010738045,5.0,21.95638236,60.88101703,6,0,31.64996297,Intermediate,Meat,Low
190,2024-09-03,4.736198448394496,12.0,15.24382369,60.81666279,1,0,43.73005198,Beginner,Grains,High
191,2023-04-23,5.2574953720277815,9.0,34.35411572,46.7063645,6,1,35.71936723,Pro,Grains,Medium
192,2022-11-29,5.459585514144159,18.0,21.11048632,63.76270194,1,0,38.51315275,Unknown,Grains,High
193,2023-12-02,5.58724865840025,12.0,23.94533064,38.89067569,5,0,42.16734136,Intermediate,Meat,High
194,2023-04-10,6.018593214496234,5.0,34.0416434,52.63881968,0,0,9.387846161,Intermediate,Dairy,Low
195,2022-12-22,6.0330862217988015,13.0,20.77155229,43.24472931,3,0,21.27411927,Beginner,Grains,High
196,2022-12-29,4.762173934797756,13.0,21.97958074,67.9526466,3,0,31.46421369,Pro,Grains,High
197,2022-11-09,5.356586274672012,12.0,12.72774079,65.58087002,2,0,23.40883169,Intermediate,Dairy,High
198,2022-11-15,6.082218910376446,16.0,31.94727898,62.95934876,1,0,47.2399166,Beginner,Meat,High
199,2023-01-16,5.375278407684165,13.0,14.61462824,79.31559816,0,1,37.53822362,Expert,Dairy,High
200,2022-07-02,6.0867747269123065,18.0,14.35483341,54.25438378,5,0,13.85995423,Unknown,Grains,High
201,2023-12-18,6.133398042996649,15.0,28.95462528,83.33324544,0,0,46.98304815,Intermediate,Grains,High
202,2022-04-21,5.093750200806762,14.0,26.42459644,37.90160631,3,0,37.87216149,Beginner,Vegetables,High
203,2023-06-15,5.857933154483459,18.0,30.73331013,49.81456676,3,0,7.527290446,Expert,Meat,High
204,2023-01-13,5.272999558563747,7.0,13.08056635,34.14177245,4,0,8.031959218,Unknown,Dairy,Medium
205,2023-12-15,5.5134287461649825,13.0,13.76690269,54.05650575,4,0,48.54842712,Intermediate,Meat,High
206,2024-05-22,5.676753802268282,7.0,18.45657763,77.11612869,2,1,26.70233,Beginner,Grains,Medium
207,2024-01-02,6.0330862217988015,18.0,14.84884668,73.60495345,1,0,43.4144547,Pro,Grains,High
208,2022-10-20,4.919980925828125,14.0,30.77192978,79.84131063,3,0,21.74540969,Intermediate,Meat,High
209,2023-03-13,5.655991810819852,16.0,32.63811981,73.23930872,0,0,19.09699145,Beginner,Meat,High
210,2024-04-15,6.144185634125646,18.0,33.06557645,82.76046121,0,0,27.3764249,Expert,Grains,High
211,2022-11-04,5.3612921657094255,16.0,31.66096669,38.87904884,4,0,5.498534867,Intermediate,Meat,High
212,2022-10-17,6.0014148779611505,12.0,19.35741918,60.44678197,0,0,41.47106977,Beginner,Vegetables,High
213,2022-08-04,7.32052696227274,11.0,12.43483481,34.65687868,3,0,47.85868877,Intermediate,Grains,High
214,2023-09-23,5.808142489980444,15.0,32.06148601,54.4004442,5,0,29.16685916,Unknown,Meat,High
215,2022-10-08,5.8944028342648505,15.0,14.05954737,58.67270688,5,0,35.92830032,Expert,Dairy,High
216,2023-11-05,5.6131281063880705,11.0,33.00742953,84.0829858,6,0,34.85131403,Expert,Meat,High
217,2023-03-27,5.303304908059076,14.0,16.77868591,64.99599107,0,0,6.150640959,Expert,Meat,High
218,2022-10-26,6.0014148779611505,12.0,25.01523856,79.00541581,2,0,34.35237999,Beginner,Meat,High
219,2024-02-25,5.8664680569332965,11.0,30.62826669,63.60550185,6,0,40.60779316,Expert,Dairy,High
220,2022-05-18,5.442417710521793,9.0,26.75963646,79.99902429,2,1,30.12585418,Expert,Meat,Medium
221,2022-11-02,5.375278407684165,16.0,25.12384807,57.68673071,2,0,39.60140201,Expert,Vegetables,High
222,2024-03-18,5.905361848054571,13.0,24.13874912,70.26331703,0,0,28.91105743,Intermediate,Vegetables,High
223,2023-08-23,5.6240175061873385,16.0,16.64627842,71.39998424,2,0,6.696397621,Expert,Meat,High
224,2023-08-05,5.262690188904886,5.0,14.42217863,42.29887257,5,0,15.5524765,Expert,Meat,Low
225,2022-01-30,5.817111159963204,12.0,14.15943967,33.5456334,6,0,30.76892839,Intermediate,Meat,High
226,2022-06-15,4.912654885736052,12.0,21.75456482,73.10575379,2,0,40.36663743,Intermediate,Dairy,High
227,2022-11-07,5.869296913133774,8.0,12.26204238,84.41656853,0,0,24.53234792,Intermediate,Meat,Medium
228,2024-04-23,5.726847747587197,16.0,29.67816507,48.77178965,1,1,31.27636802,Expert,Meat,High
229,2022-12-09,4.927253685157205,19.0,32.8559129,65.48440557,4,0,13.22380247,Intermediate,Meat,High
230,2023-08-29,5.66988092298052,17.0,31.6165098,54.9385312,1,1,44.8926137,Intermediate,Dairy,High
231,2023-06-11,5.869296913133774,8.0,17.84319228,72.56297803,6,0,31.21828907,Expert,Vegetables,Medium
232,2022-03-07,5.198497031265826,7.0,31.4340023,64.0302468,0,0,11.1059743,Intermediate,Meat,Medium
233,2023-09-24,5.170483995038151,11.0,12.642337,87.18120127,6,0,42.79989923,Intermediate,Dairy,High
234,2024-06-10,5.4510384535657,5.0,31.1729682,61.00739635,0,0,41.59164448,Beginner,Grains,Low
235,2024-02-10,5.627621113690637,19.0,12.60343395,62.54826021,5,0,26.93229988,Unknown,Dairy,High
236,2022-08-10,5.303304908059076,7.0,26.30308114,57.00740167,2,0,6.161422679,Intermediate,Meat,Medium
237,2022-08-24,5.438079308923196,10.0,26.73476004,75.71440921,2,0,31.51465765,Intermediate,Dairy,Medium
238,2023-03-06,6.118097198041348,5.0,-4.0005944125,57.79036301,0,1,48.43443373,Intermediate,Vegetables,Low
239,2023-03-17,5.521460917862246,10.0,24.8937682,79.42668541,4,0,28.55332333,Beginner,Meat,Medium
240,2023-08-12,5.365976015021851,9.0,24.55370574,88.89919943,5,0,33.10987884,Intermediate,Vegetables,Medium
241,2024-08-30,5.998936561946683,5.0,27.17152494,59.61005953,4,1,38.82968545,Beginner,Meat,Low
242,2022-09-07,6.052089168924417,15.0,31.60540444,63.58130669,2,0,9.101328775,Intermediate,Grains,High
243,2023-08-02,6.07993319509559,13.0,18.85590601,68.67547048,2,0,8.28516168,Unknown,Meat,High
244,2023-02-14,7.2305631534092925,5.0,13.7425992,47.55090546,1,0,6.107809273,Intermediate,Grains,Low
245,2022-03-13,5.0369526024136295,12.0,28.11056682,65.92849778,6,0,39.67012495,Beginner,Grains,High
246,2022-04-05,5.940171252720432,7.0,25.18266121,33.88121361,1,1,12.47236347,Unknown,Grains,Medium
247,2023-10-07,6.206575926724928,14.0,34.78971022,53.71235558,5,0,6.923282273,Intermediate,Grains,High
248,2022-09-17,5.659482215759621,12.0,14.50026094,85.5382398,5,0,5.999831691,Intermediate,Vegetables,High
